StatisticalCode,Unit,Goods,Rate#,ReferenceNumber,Tariffconcessionorders
51,kg,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",Free,0305.41.00,
52,kg,"Herrings (Clupea harengus, Clupea pallasii)",Free,0305.42.00,
53,kg,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Free,0305.43.00,
55,kg,"Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp), Eels (Anguilla spp), Nile perch (Lates niloticus) and snakeheads (Channa spp)",Free,0305.44.00,
,,Other,Free,,
63,kg,In packs not exceeding 1 kg,,0305.49.00,
64,kg,In packs exceeding 1 kg,,0305,
,,"Dried fish, other than edible fish offal, whether or not salted but not smoked:",,0305.5,
71,kg,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Free,0305.51.00,
72,kg,"Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp), eels (Anguilla spp), Nile perch (Lates niloticus) and snakeheads (Channa spp)",Free,0305.52.00,
73,kg,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Free,0305.53.00,
74,kg,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp), sardines (Sardina pilchardus, Sardinops spp), sardinella (Sardinella spp), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp), jacks, crevalles (Caranx spp), cobia (Rachycentron canadum), silver pomfrets (Pampus spp), Pacific saury (Cololabis saira), scads (Decapterus spp), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp), marlins, sailfishes, spearfish (Istiophoridae)",Free,0305.54.00,
80,kg,Other,Free,0305.59.00,
,,"Fish, salted but not dried or smoked and fish in brine, other than edible fish offal:",,0305.6,
81,kg,"Herrings (Clupea harengus, Clupea pallasii)",Free,0305.61.00,
82,kg,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Free,0305.62.00,
83,kg,Anchovies (Engraulis spp),Free,0305.63.00,
85,kg,"Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp), eels (Anguilla spp), Nile perch (Lates niloticus) and snakeheads (Channa spp)",Free,0305.64.00,
90,kg,Other,Free,0305.69.00,
,,"Fish fins, heads, tails, maws and other edible fish offal:",,0305.7,
91,kg,Shark fins,Free,0305.71.00,
92,kg,"Fish heads, tails and maws",Free,0305.72.00,
99,kg,Other,Free,0305.79.00,
,,"CRUSTACEANS, WHETHER IN SHELL OR NOT, LIVE, FRESH, CHILLED, FROZEN, DRIED, SALTED OR IN BRINE; SMOKED CRUSTACEANS, WHETHER IN SHELL OR NOT, WHETHER OR NOT COOKED BEFORE OR DURING THE SMOKING PROCESS; CRUSTACEANS, IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, WHETHER OR NOT CHILLED, FROZEN, DRIED, SALTED OR IN BRINE:",,,
,,Frozen:,,0306.11,
24,kg,"Rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp)",Free,0306.11.00,
25,kg,Lobsters (Homarus spp),Free,0306.12.00,
26,kg,Crabs,Free,0306.14.00,
27,kg,Norway lobsters (Nephrops norvegicus),Free,0306.15.00,
28,kg,"Cold  water shrimps and prawns (Pandalus spp, Crangon crangon)",Free,0306.16.00,
,,Other shrimps and prawns,Free,0306.17.00,
29,kg,Cooked,,,
,,Uncooked:,,,
33,kg,Farmed,,,
34,kg,Other,,0306,
47,kg,Other,Free,0306.19.00,
,,"Live, fresh or chilled:",,0306.3,
1,kg,"Rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp)",Free,0306.31.00,
2,kg,Lobsters (Homarus spp),Free,0306.32.00,
3,kg,Crabs,Free,0306.33.00,
4,kg,Norway lobsters (Nephrops norvegicus),Free,0306.34.00,
5,kg,"Cold  water shrimps and prawns (Pandalus spp, Crangon crangon)",Free,0306.35.00,
6,kg,Other shrimps and prawns,Free,0306.36.00,
8,kg,Other,Free,0306.39.00,
,,Other:,,0306.9,
11,kg,"Rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp)",Free,0306.91.00,
12,kg,Lobsters (Homarus spp),Free,0306.92.00,
13,kg,Crabs,Free,0306.93.00,
14,kg,Norway lobsters (Nephrops norvegicus),Free,0306.94.00,
15,kg,Shrimps and prawns,Free,0306.95.00,
21,kg,Other,Free,0306.99.00,
,,"MOLLUSCS, WHETHER IN SHELL OR NOT, LIVE, FRESH, CHILLED, FROZEN, DRIED, SALTED OR IN BRINE; SMOKED MOLLUSCS, WHETHER IN SHELL OR NOT, WHETHER OR NOT COOKED BEFORE OR DURING THE SMOKING PROCESS:",,0307,
,,Oysters:,,0307.1,
10,kg,"Live, fresh or chilled",Free,0307.11.00,
11,kg,Frozen,Free,0307.12.00,
12,kg,Other,Free,0307.19.00,
,,Scallops and other molluscs of the family Pectinidae:,,0307.2,
11,kg,"Live, fresh or chilled",Free,0307.21.00,
16,kg,Frozen,Free,0307.22.00,
37,kg,Other,Free,0307.29.00,
,,"Mussels (Mytilus spp, Perna spp):",,0307.3,
16,kg,"Live, fresh or chilled",Free,0307.31.00,
17,kg,Frozen,Free,0307.32.00,
38,kg,Other,Free,0307.39.00,
,,Cuttle fish and squid:,,0307.4,
18,kg,"Live, fresh or chilled",Free,0307.42.00,
19,kg,Frozen,Free,0307.43.00,
40,kg,Other,Free,0307.49.00,
,,Octopus (Octopus spp):,,0307.5,
21,kg,"Live, fresh or chilled",Free,0307.51.00,
22,kg,Frozen,Free,0307.52.00,
24,kg,Other,Free,0307.59.00,
25,kg,"Snails, other than sea snails",Free,0307.60.00,
,,"Clams, cockles and arkshells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae):",,0307.7,
28,kg,"Live, fresh or chilled",Free,0307.71.00,
29,kg,Frozen,Free,0307.72.00,
30,kg,Other,Free,0307.79.00,
,,Abalone (Haliotis spp) and stromboid conchs (Strombus spp):,,0307.8,
31,kg,"Live, fresh or chilled abalone (Haliotis spp)",Free,0307.81.00,
32,kg,"Live, fresh or chilled stromboid conchs (Strombus spp)",Free,0307.82.00,
33,kg,Frozen abalone (Haliotis spp),Free,0307.83.00,
34,kg,Frozen stromboid conchs (Strombus spp),Free,0307.84.00,
35,kg,Other abalone (Haliotis spp),Free,0307.87.00,
37,kg,Other stromboid conchs (Strombus spp),Free,0307.88.00,
,,Other:,,0307.9,
40,kg,"Live, fresh or chilled",Free,0307.91.00,
50,kg,Frozen,Free,0307.92.00,
62,kg,Other,Free,0307.99.00,
,,"AQUATIC INVERTEBRATES OTHER THAN CRUSTACEANS AND MOLLUSCS, LIVE, FRESH, CHILLED, FROZEN, DRIED, SALTED OR IN BRINE; SMOKED AQUATIC INVERTEBRATES OTHER THAN CRUSTACEANS AND MOLLUSCS, WHETHER OR NOT COOKED BEFORE OR DURING THE SMOKING PROCESS:",,0308,
,,"Sea cucumbers (Stichopus japonicus, Holothuroidea):",,0308.1,
41,kg,"Live, fresh or chilled",Free,0308.11.00,
42,kg,Frozen,Free,0308.12.00,
43,kg,Other,Free,0308.19.00,
,,"Sea urchins (Strongylocentrotus spp, Paracentrotus lividus, Loxechinus albus, Echinus esculentus):",,0308.2,
51,kg,"Live, fresh or chilled",Free,0308.21.00,
52,kg,Frozen,Free,0308.22.00,
53,kg,Other,Free,0308.29.00,
56,kg,Jellyfish (Rhopilema spp),Free,0308.30.00,
91,kg,Other,Free,0308.90.00,
,,"FLOURS, MEALS AND PELLETS OF FISH, CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES, FIT FOR HUMAN CONSUMPTION:",,0309,
10,kg,Of fish,Free,0309.10.00,
90,kg,Other,Free,0309.90.00,
,,"MILK AND CREAM, NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER:",,0401,
1,kg,"Of a fat content, by weight, not exceeding 1%",Free,0401.10.00,
2,kg,"Of a fat content, by weight, exceeding 1% but not exceeding 6%",Free,0401.20.00,
11,kg,"Of a fat content, by weight, exceeding 6% but not exceeding 10%",Free,0401.40.00,
12,kg,"Of a fat content, by weight, exceeding 10%",Free,0401.50.00,
,,"MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER:",,0402,
4,kg,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 15%",Free,0402.10.00,
,,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 15%:",,0402.2,
5,kg,Not containing added sugar or other sweetening matter,Free,0402.21.00,
6,kg,Other,Free,0402.29.00,
,,Other:,,0402.9,
7,kg,Not containing added sugar or other sweetening matter,Free,0402.91.00,
8,kg,Other,Free,0402.99.00,
,,"YOGURT; BUTTERMILK, CURDLED MILK AND CREAM, KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED OR CONTAINING ADDED FRUIT, NUTS OR COCOA:",,0403,
,,Yogurt:,,0403.2,
10,kg,"Containing chocolate, spices, coffee or coffee extracts, plants, parts of plants, cereals or bakers wares",5% DCS: 4% DCT: 5%,0403.20.10,
90,kg,Other,Free,0403.20.90,
10,kg,Other,Free,0403.90.00,
,,"WHEY, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER; PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED:",,,
25,kg,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",Free,0404.10.00,
17,kg,Other,Free,0404.90.00,
,,BUTTER AND OTHER FATS AND OILS DERIVED FROM MILK; DAIRY SPREADS:,,,
18,kg,Butter,Free,0405.10.00,
19,kg,Dairy spreads,4% DCS:Free,0405.20.00,
20,kg,Other,Free,0405.90.00,
,,CHEESE AND CURD:,,,
,,"Fresh (unripened or uncured) cheese, including whey cheese, and curd","$1.220/kg DC:$1.220/kg, less 5%",0406.10.00,
41,kg,Mozzarella,,,
42,kg,Other,,,
,,"Grated or powdered cheese, of all kinds","$1.220/kg DC:$1.220/kg, less 5%",0406.20.00,
44,kg,Mozzarella,,,
45,kg,Other,,,
,,"Processed cheese, not grated or powdered","$1.220/kg DC:$1.220/kg, less 5%",0406.30.00,
5,kg,Cheddar,,,
31,kg,Other,,,
,,Blue  veined cheese and other cheese containing veins produced by Penicillium roqueforti:,,0406.4,
,,"Cheese, of the following types:(a) roquefort;(b) stilton",Free,0406.40.10,
9,kg,Roquefort,,,
10,kg,Stilton,,,
11,kg,Other,"$1.220/kg DC:$1.220/kg, less 5%",0406.40.90,
,,Other cheese:,,0406.9,
,,"Cheese, of the following types: (a) made wholly from goats' milk, other than fetta or kasseri; (b) surface  ripened soft, having: (i) a fat content in the dry matter of not less than 50% by weight; and (ii) a moisture content of not less than 65% by weight of the non  fatty matter",Free,0406.90.10,
33,kg,Camembert and brie,,,
40,kg,Other,,,
,,Other,"$1.220/kg DC:$1.220/kg, less 5%",0406.90.90,
13,kg,Cheddar,,,
14,kg,Colby,,,
16,kg,Edam,,,
17,kg,Gouda,,,
21,kg,Parmesan,,,
25,kg,Provolone,,,
30,kg,Fetta,,,
50,kg,Other,,,
,,"BIRDS' EGGS, IN SHELL, FRESH, PRESERVED OR COOKED:",,0407,
,,Fertilised eggs for incubation:,,0407.1,
31,kg,Of fowls of the specises Gallus domesticus,Free,0407.11.00,
32,kg,Other,Free,0407.19.00,
,,Other fresh eggs:,,0407.2,
34,kg,Of fowls of the specises Gallus domesticus,Free,0407.21.00,
36,kg,Other,Free,0407.29.00,
39,kg,Other,Free,0407.90.00,
,,"BIRDS' EGGS, NOT IN SHELL, AND EGG YOLKS, FRESH, DRIED, COOKED BY STEAMING OR BY BOILING IN WATER, MOULDED, FROZEN OR OTHERWISE PRESERVED, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER:",,,
,,Egg yolks:,,0408.1,
21,kg,Dried,Free,0408.11.00,
22,kg,Other,Free,0408.19.00,
,,Other:,,0408.9,
23,kg,Dried,Free,0408.91.00,
24,kg,Other,Free,0408.99.00,
25,kg,NATURAL HONEY,Free,0409.00.00,
,,"INSECTS AND OTHER EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED:",,0410,
10,..,Insects,Free,0410.10.00,
90,..,Other,Free,0410.90.00,
1,kg,"HUMAN HAIR, UNWORKED, WHETHER OR NOT WASHED OR SCOURED; WASTE OF HUMAN HAIR",Free,0501.00.00,
,,"PIGS', HOGS' OR BOARS' BRISTLES AND HAIR; BADGER HAIR AND OTHER BRUSH MAKING HAIR; WASTE OF SUCH BRISTLES OR HAIR:",,,
2,kg,"Pigs', hogs' or boars' bristles and hair and waste thereof",Free,0502.10.00,
3,kg,Other,Free,0502.90.00,
,,"GUTS, BLADDERS AND STOMACHS OF ANIMALS (OTHER THAN FISH), WHOLE AND PIECES THEREOF, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED",Free,0504.00.00,
,,"Sausage casings, not being bungs, caps and weasands:",,,
22,No,Assembled in bundles,,,
23,No,"Unassembled (that is, in sets or runners)",,,
26,..,Other,,,
,,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR FEATHERS OR DOWN, FEATHERS AND PARTS OF FEATHERS (WHETHER OR NOT WITH TRIMMED EDGES) AND DOWN, NOT FURTHER WORKED THAN CLEANED, DISINFECTED OR TREATED FOR PRESERVATION; POWDER AND WASTE OF FEATHERS OR PARTS OF FEATHERS:",,0505,
9,kg,Feathers of a kind used for stuffing; down,Free,0505.10.00,
10,..,Other,Free,0505.90.00,
,,"BONES AND HORN  CORES, UNWORKED, DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO SHAPE), TREATED WITH ACID OR DEGELATINISED; POWDER AND WASTE OF THESE PRODUCTS:",,0506,
11,kg,Ossein and bones treated with acid,Free,0506.10.00,
12,kg,Other,Free,0506.90.00,
,,"IVORY, TORTOISE  SHELL, WHALEBONE AND WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY PREPARED BUT NOT CUT TO SHAPE; POWDER AND WASTE OF THESE PRODUCTS:",,0507,
13,kg,Ivory; ivory powder and waste,Free,0507.10.00,
14,kg,Other,Free,0507.90.00,
15,kg,"CORAL AND SIMILAR MATERIALS, UNWORKED OR SIMPLY PREPARED BUT NOT OTHERWISE WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS OR ECHINODERMS AND CUTTLE  BONE, UNWORKED OR SIMPLY PREPARED BUT NOT CUT TO SHAPE, POWDER AND WASTE THEREOF",Free,0508.00.00,
17,kg,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; CANTHARIDES; BILE, WHETHER OR NOT DRIED; GLANDS AND OTHER ANIMAL PRODUCTS USED IN THE PREPARATION OF PHARMACEUTICAL PRODUCTS, FRESH, CHILLED, FROZEN OR OTHERWISE PROVISIONALLY PRESERVED",Free,0510.00.00,
,,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, UNFIT FOR HUMAN CONSUMPTION:",,0511,
18,No,Bovine semen,Free,0511.10.00,
,,Other:,,0511.9,
20,kg,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",Free,0511.91.00,
,,Other:,,0511.99,
21,kg,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material",5%,0511.99.10,
29,..,Other,Free,0511.99.90,
,,"BULBS, TUBERS, TUBEROUS ROOTS, CORMS, CROWNS AND RHIZOMES, DORMANT, IN GROWTH OR IN FLOWER; CHICORY PLANTS AND ROOTS OTHER THAN ROOTS OF 1212:",,,
1,kg,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",Free,0601.10.00,
2,kg,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",Free,0601.20.00,
,,"OTHER LIVE PLANTS (INCLUDING THEIR ROOTS), CUTTINGS AND SLIPS; MUSHROOM SPAWN:",,0602,
3,No,Unrooted cuttings and slips,Free,0602.10.00,
4,No,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",Free,0602.20.00,
5,No,"Rhododendrons and azaleas, grafted or not",Free,0602.30.00,
6,No,"Roses, grafted or not",Free,0602.40.00,
14,..,Other,Free,0602.90.00,
,,"CUT FLOWERS AND FLOWER BUDS OF A KIND SUITABLE FOR BOUQUETS OR FOR ORNAMENTAL PURPOSES, FRESH, DRIED, DYED, BLEACHED, IMPREGNATED OR OTHERWISE PREPARED:",,0603,
,,Fresh:,,0603.1,
20,No,Roses,Free,0603.11.00,
21,No,Carnations,Free,0603.12.00,
22,No,Orchids,Free,0603.13.00,
23,No,Chrysanthemums,Free,0603.14.00,
24,No,Lillies (Lilium spp),Free,0603.15.00,
,,Other,Free,0603.19.00,
31,No,Baby's Breath (Gypsophila spp),,,
32,No,Lisianthus (Eustoma spp),,,
33,No,Lily of the Incas (Alstroemeria spp),,,
34,No,"Sea Holly, Eryngo (Eryngium spp)",,,
35,No,Statice (Limonium spp),,,
36,No,Hypericum (Hypericum spp),,,
37,No,Calla Lilly (Zantedeschia spp),,,
38,No,Peony (Paeonia spp),,,
39,No,Jasmine (Jasminum spp),,,
40,No,Amaranth (Amaranthus spp),,,
41,No,Larkspur (Delphinium spp),,,
42,No,"Laceleaf, Tailflower, Flamingo Flower (Anthurium spp)",,,
43,No,Astilbe (Astilbe spp),,,
44,No,Pincushion (Scabiosa spp),,,
45,No,Billy Buttons (Craspedia spp),,,
90,No,Other,,,
10,..,Other,Free,0603.90.00,
,,"FOLIAGE, BRANCHES AND OTHER PARTS OF PLANTS, WITHOUT FLOWERS OR FLOWER BUDS, AND GRASSES, MOSSES AND LICHENS, BEING GOODS OF A KIND SUITABLE FOR BOUQUETS OR FOR ORNAMENTAL PURPOSES, FRESH, DRIED, DYED, BLEACHED, IMPREGNATED OR OTHERWISE PREPARED:",,0604,
31,..,Fresh,Free,0604.20.00,
34,..,Other,Free,0604.90.00,
,,"POTATOES, FRESH OR CHILLED:",,0701,
1,t,Seed,Free,0701.10.00,
2,t,Other,Free,0701.90.00,
3,kg,"TOMATOES, FRESH OR CHILLED",Free,0702.00.00,
,,"ONIONS, SHALLOTS, GARLIC, LEEKS AND OTHER ALLIACEOUS VEGETABLES, FRESH OR CHILLED:",,0703,
,,Onions and shallots,Free,0703.10.00,
32,t,"Onions and shallots, for sowing or planting",,,
33,t,Other,,,
,,Garlic,Free,0703.20.00,
41,t,"Garlic, for sowing or planting",,,
42,t,Other,,0703,
7,t,Leeks and other alliaceous vegetables,Free,0703.90.00,
,,"CABBAGES, CAULIFLOWERS, KOHLRABI, KALE AND SIMILAR EDIBLE BRASSICAS, FRESH OR CHILLED:",,0704,
10,kg,Cauliflowers and broccoli,Free,0704.10.00,
9,kg,Brussels sprouts,Free,0704.20.00,
90,kg,Other,Free,0704.90.00,
,,"LETTUCE (Lactuca sativa) AND CHICORY (Cichorium spp), FRESH OR CHILLED:",,0705,
,,Lettuce:,,0705.1,
11,kg,Cabbage lettuce (head lettuce),Free,0705.11.00,
12,kg,Other,Free,0705.19.00,
,,Chicory:,,0705.2,
13,kg,Witloof chicory (Cichorium intybus var foliosum),Free,0705.21.00,
14,kg,Other,Free,0705.29.00,
,,"CARROTS, TURNIPS, SALAD BEETROOT, SALSIFY, CELERIAC, RADISHES AND SIMILAR EDIBLE ROOTS, FRESH OR CHILLED:",,0706,
15,kg,Carrots and turnips,Free,0706.10.00,
16,kg,Other,Free,0706.90.00,
17,kg,"CUCUMBERS AND GHERKINS, FRESH OR CHILLED",Free,0707.00.00,
,,"LEGUMINOUS VEGETABLES, SHELLED OR UNSHELLED, FRESH OR CHILLED:",,0708,
18,kg,Peas (Pisum sativum),Free,0708.10.00,
19,kg,"Beans (Vigna spp, Phaseolus spp)",Free,0708.20.00,
20,kg,Other leguminous vegetables,Free,0708.90.00,
,,"OTHER VEGETABLES, FRESH OR CHILLED:",,0709,
22,kg,Asparagus,Free,0709.20.00,
23,kg,Aubergines (egg  plants),Free,0709.30.00,
24,kg,Celery other than celeriac,Free,0709.40.00,
,,Mushrooms and truffles:,,0709.5,
60,kg,Mushrooms of the genus Agaricus,Free,0709.51.00,
20,kg,Mushrooms of the genus Boletus,5% DCS:4% DCT:5%,0709.52.00,
30,kg,Mushrooms of the genus Cantharellus,5% DCS:4% DCT:5%,0709.53.00,
40,kg,Shiitake (Lentinus edodes),5% DCS:4% DCT:5%,0709.54.00,
50,kg,"Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)",5% DCS:4% DCT:5%,0709.55.00,
60,kg,Truffles (Tuber spp),5% DCS:4% DCT:5%,0709.56.00,
90,kg,Other,5% DCS:4% DCT:5%,0709.59.00,
27,kg,Fruits of the genus Capsicum or of the genus Pimenta,Free,0709.60.00,
28,kg,"Spinach, New Zealand spinach and orache spinach (garden spinach)",Free,0709.70.00,
,,Other:,,0709.9,
31,kg,Globe artichokes,Free,0709.91.00,
32,kg,Olives,Free,0709.92.00,
33,kg,"Pumpkins, squash and gourds (Cucurbita spp)",Free,0709.93.00,
39,kg,Other,Free,0709.99.00,
,,"VEGETABLES (UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER), FROZEN:",,,
30,kg,Potatoes,5% DCS:4% DCT:5%,0710.10.00,
,,"Leguminous vegetables, shelled or unshelled:",,,
,,Peas (Pisum sativum),Free,0710.21.00,
,,Shelled:,,,
1,kg,In packs not exceeding 500 g,,,
3,kg,In packs exceeding 500 g,,,
48,kg,Unshelled,,0710.2,
7,kg,"Beans (Vigna spp, Phaseolus spp)",Free,0710.22.00,
50,kg,Other,5% DCS:4% DCT:5%,0710.29.00,
9,kg,"Spinach, New Zealand spinach and orache spinach (garden spinach)",5% DCS:4% DCT:5%,0710.30.00,
10,kg,Sweet corn,5% DCS:4% DCT:5%,0710.40.00,
42,kg,Other vegetables,5% DCS:4% DCT:5%,0710.80.00,
14,kg,Mixtures of vegetables,5% DCS:4% DCT:5%,0710.90.00,
,,"VEGETABLES PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION:",,0711,
