"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"90","25","""9030890000""","Other instruments and apparatus :-- other","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","25","""9030901000""","N/A","N/A","N/A","N/A","N/A","N/A"
"90","25","""9030902000""","N/A","N/A","N/A","N/A","N/A","N/A"
"90","25","""9030909000""","N/A","N/A","N/A","N/A","N/A","N/A"
"90","25","""9031100000""","- Machines for balancing mechanical parts","Numrical","0%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","26","""9031200000""","- Test benches","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","26","""9031410000""","Other optical instruments and appliances :-- for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices","Numrical","0%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","26","""9031491000""","Other optical instruments and appliances :--other","Numrical","0%","N/A","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees"
"90","26","""9031499000""","Other optical instruments and appliances :--other","Numrical","0%","N/A","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees"
"90","26","""9031800010""","- Other instruments, appliances and Machines","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","26","""9031800090""","- Other instruments, appliances and Machines","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","26","""9031901000""","N/A","N/A","N/A","N/A","N/A","N/A"
"90","26","""9031909000""","N/A","N/A","N/A","N/A","N/A","N/A"
"90","26","""9032100000""","- Thermostats","Numrical","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","26","""9032200010""","- Manostats","Numrical","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","27","""9032200090""","- Manostats","Numrical","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","27","""9032810000""","Other instruments and apparatus :-- hydraulic or pneumatic","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"90","27","""9032890010""","Other instruments and apparatus :-- other","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"90","27","""9032890090""","Other instruments and apparatus :-- other","Numrical","5%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"90","27","""9032900000""","- parts and accessories","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"90","27","""9033000010""","Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90.","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"90","27","""9033000090""","Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90.","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"91","1","""9101110010""","wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with mechanical display only, with case of precious metal","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101110020""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with mechanical display only, with case of gold","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101110030""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with mechanical display only, with case of silver","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101110090""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with mechanical display only, with case of metal clad with precious metal","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101190010""","wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than those mentioned, with case of precious metalstop-watch facility, other than those mentioned, with case ofgold","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101190020""","Wrist-watches, electrically operated, whether or not incorporating a v","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101190030""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than those mentioned, with case of silver","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101190090""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than those mentioned, with case of metal clad with precious metal","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101210010""","other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with automatic winding, with case of  precious metal","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","1","""9101210020""","Other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with automatic winding, with case of gold","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101210030""","Other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with automatic winding, with case of silver","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101210090""","Other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, with automatic winding, with case of metal clad with precious metal.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101290010""","other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than with automatic winding, with case of precious metal","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101290020""","Other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than with automatic winding, with case of gold","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101290030""","Other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than with automatic winding, with case of silver","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101290090""","Other wrist-watches, electrically operated, whether or not incorporating a stop-watch facility, other than with automatic winding, with case of metal clad with precious metal.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101910010""","pocket-watches and other watches, including stop-watches, electrically operated, with case of precious metal, gold or silver","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101910090""","Pocket-watches and other watches, including stop-watches, electrically operated, with case of metal clad with precious metal.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101990010""","pocket-watches and other watches, including stop-watches, other than electrically operated, with case of precious metal.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","2","""9101990020""","Pocket-watches and other watches, including stop-watches, other than electrically operated, with case of gold","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","3","""9101990030""","Pocket-watches and other watches, including stop-watches, other than electrically operated, with case of silver","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","3","""9101990090""","Pocket-watches and other watches, including stop-watches, other than electrically operated, with case of  metal clad with precious metal.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","3","""9102110000""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- with mechanical display only","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9102120000""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- with opto-electronic display only","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9102190000""","Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- other","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9102210000""","Other wrist-watches, whether or not incorporating a stop-watch facility :-- with automatic winding","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9102290000""","Other wrist-watches, whether or not incorporating a stop-watch facility :other","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9102910000""","Other wrist-watches, whether or not incorporating a stop-watch facility,electrically operated, except included in item 9101","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9102990000""","Other wrist-watches, whether or not incorporating a stop-watch facility,not electrically operated, except included in item 9101","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","3","""9103100000""","Clocks with watch movements, excluding clocks of heading 91.04.- Electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9103900000""","clocks with watch movements, excluding clocks of heading 91.04.- Not electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9104000000""","Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.","Numrical","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9105110000""","Alarm clocks :-- electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9105190000""","Alarm clocks :-- not electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9105210000""","Wall clocks :-- electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9105290000""","Wall clocks :-- not electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9105910000""","Other clocks-- electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9105990000""","Other clocks-- not electrically operated","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","4","""9106100000""","- Time-registers, Time-recorders","Numrical","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"91","4","""9106900010""","cars park meters, with clock or watch movement of clocks industry article or with synchronous motor","Numrical","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"91","5","""9106900090""","Time of day recording apparatus and apparatus for measuring,recording or otherwise indicating intervals of time, with clock or watch movement of clocks industry articles or with synchronous motor (for example,time-registers, time-recorders).","Numrical","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"91","5","""9107000000""","Time switches with clock or watch movement or with synchronous motor.","Numrical","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"91","5","""9108110000""","Electrically operated :-- with mechanical display only or with a device to which a mechanical display can be incorporated","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","5","""9108120000""","Electrically operated :-- with opto-electronic display only","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","5","""9108190000""","Electrically operated :-- other","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","5","""9108200000""","Watch movements, complete and assembled- with automatic winding, exept electrically operated","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","5","""9108900000""","Other watch movements, complete and assembled exept electrically operated","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","5","""9109100000""","Clock movements, complete and assembled.except included in item 91.08- electrically operated","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","5","""9109900000""","Clock movements, complete and assembled.except included in item 91.08- not electrically operated","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","5","""9110110000""","Of watches :-- complete movements, unassembled or partly assembled (movement sets)","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","6","""9110120000""","Of watches :-- incomplete movements, assembled","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","6","""9110190000""","Of watches :-- rough movements","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","6","""9110900000""","Other complete watch or clock movements, unassembled or partly assembled (movement sets), incomplete watch or clock movements, assembled, rough watch or clock movements.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","6","""9111100010""","watch cases, of precious metal, of heading 91.01 or 91.02","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","6","""9111100020""","Watch cases, of gold, of heading 91.01 or 91.02","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","6","""9111100050""","Watch cases, of silver, of heading 91.01 or 91.02","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","6","""9111100090""","Watch cases, of metal clad with precious metal, of heading 91.01 or 91.02","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","6","""9111200000""","- Cases of base metal, whether or not gold- or silver-plated","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","6","""9111800000""","- Other cases for clocks in items 91.01, 91.02","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","6","""9111900010""","parts of watch cases, of precious metal","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","7","""9111900090""","Parts of watch cases, other than of precious metal","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","7","""9112200000""","-Clock Cases of a similar type for Other goods of this chapter","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","7","""9112900000""","- Cases parts of a similar type for Other goods of this chapter","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"91","7","""9113100000""","- of precious metal or of metal clad With precious metal","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","7","""9113200000""","- of base metal, whether or not gold- or silver-plated","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","7","""9113900000""","- Other watch straps, watch bands and watch bracelets, and parts thereof.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"91","7","""9114100000""","- Springs, including hair-Springs","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","7","""9114300000""","- Dials","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","7","""9114400000""","- Plates and bridges","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"91","7","""9114900000""","Other parts","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9201100000""","- Upright pianos","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9201200000""","- Grand pianos","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9201900000""","Harpsichords and other keyboard stringed instruments.","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9202100000""","- Played With a bow","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9202900000""","Other string musical instruments (for example, guitars, violins, harps). Except ( instruments played with a bow)","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9205100000""","- Brass-wind instruments","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9205900000""","Wind musical instruments except brass (for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes) other than fairground organs and mechanical street organs.","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9206000000""","Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas).","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9207100000""","Keyboard instruments, other than accordions","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","1","""9207900000""","Other musical instruments such as accordions ,the sound of which is produced, or must be amplified, electrically, except mention earlier","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","2","""9208100000""","- Musical boxes","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","2","""9208900010""","mechanical singing birds","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","2","""9208900090""","Fairground organs, mechanical street organs,  musical saws and other musical instruments not falling within any other heading of this chapter, decoy calls of all kinds, whistles, call horns and other mouth-blown sound signalling instruments not listed before in this chapter","Numrical","30%","VAT...14% from the value + customs fees","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"92","2","""9209300000""","- Musical instrument strings","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"92","2","""9209910000""","-- parts and accessories for pianos","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"92","2","""9209920000""","-- Parts and accessories for the musical instruments of heading 92.02","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"92","2","""9209940000""","-- Parts and accessories for the musical instruments of heading 92.07","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"92","2","""9209990000""","Other parts for example, cards, discs and rolls for mechanical instruments--other","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"93","1","""9301100000""","- Artillery weapons (for example, guns, howitzers and mortars):","Numrical","0%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"93","1","""9301200000""","- Rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors","Numrical","0%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"93","1","""9301900000""","Other military weapons, other than revolvers, pistols and the arms of heading 93.07.","Numrical","0%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"93","1","""9302000000""","Revolvers and pistols, other than those of heading 93.03 or 93.04.","Numrical","30%","N/A","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","1","""9303100000""","- Muzzle-loading firearms","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","1","""9303200000""","- Other sporting, hunting or target-shooting shotguns, including combination shotgun-rifles","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
